run_id,timestamp,provider,model,temperature,mode,representation,input_type,sentence_id,artifact_id,variant_id,dimension_id,prompt_id,prompt_hash,input_hash,raw_response,parsed_response,parse_error
run_20260117_164819,2026-01-17T16:48:19.193635,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,urgent,urgent,d0d4dbc75051cf1a,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:19.805406,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,immediate_action,immediate_action,edc568a61b6b5275,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:20.203490,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,formal,formal,7c6bd4b52f04b5a3,055eee68ad3d5e76,"Yes
",1,
run_20260117_164819,2026-01-17T16:48:20.625485,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,trustworthy,trustworthy,9254c7de066d9636,055eee68ad3d5e76,"Yes
",1,
run_20260117_164819,2026-01-17T16:48:20.980917,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,persuasive,persuasive,2cfc17c644782412,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:21.403115,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,emotional,emotional,422641cfc10368e8,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:21.875465,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,professional,professional,1a0e46d7e56e95a5,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:22.263406,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,high_risk,high_risk,f87d239bea2bd939,055eee68ad3d5e76,"Yes
",1,
run_20260117_164819,2026-01-17T16:48:22.777085,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,confident,confident,b18088e71f9b1477,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:23.146026,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,1,,__ocr__,form_dependent,form_dependent,5eff354c4f7e586d,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:23.532065,google,models/gemini-2.0-flash,0.0,decision,ocr,sentence,1,,__ocr__,,escalation_v1,511e6a35fc9cbd39,055eee68ad3d5e76,"No
",0,
run_20260117_164819,2026-01-17T16:48:23.992270,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,urgent,urgent,d0d4dbc75051cf1a,cc718fcb260c6cfb,"No
",0,
run_20260117_164819,2026-01-17T16:48:24.388688,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,immediate_action,immediate_action,edc568a61b6b5275,cc718fcb260c6cfb,"No
",0,
run_20260117_164819,2026-01-17T16:48:24.782356,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,formal,formal,7c6bd4b52f04b5a3,cc718fcb260c6cfb,"Yes
",1,
run_20260117_164819,2026-01-17T16:48:25.208120,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,trustworthy,trustworthy,9254c7de066d9636,cc718fcb260c6cfb,"Yes
",1,
run_20260117_164819,2026-01-17T16:48:25.604866,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,persuasive,persuasive,2cfc17c644782412,cc718fcb260c6cfb,"No
",0,
run_20260117_164819,2026-01-17T16:48:26.105227,google,models/gemini-2.0-flash,0.0,dimensions,ocr,sentence,2,,__ocr__,emotional,emotional,422641cfc10368e8,cc718fcb260c6cfb,"No
",0,
