run_id,timestamp,provider,model,temperature,mode,representation,input_type,sentence_id,artifact_id,variant_id,dimension_id,prompt_id,prompt_hash,input_hash,raw_response,parsed_response,parse_error
run_20260115_222423,2026-01-15T22:27:55.808115,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,urgent,urgent,d0d4dbc75051cf1a,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:27:56.728327,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,immediate_action,immediate_action,edc568a61b6b5275,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:27:57.751007,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,formal,formal,7c6bd4b52f04b5a3,fad874f6fcc09d67,Yes.,1.0,
run_20260115_222423,2026-01-15T22:27:58.571171,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,trustworthy,trustworthy,9254c7de066d9636,fad874f6fcc09d67,No,0.0,
run_20260115_222423,2026-01-15T22:27:59.387805,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,persuasive,persuasive,2cfc17c644782412,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:00.617347,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,emotional,emotional,422641cfc10368e8,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:01.534905,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,professional,professional,1a0e46d7e56e95a5,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:02.322361,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,high_risk,high_risk,f87d239bea2bd939,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:03.279984,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,confident,confident,b18088e71f9b1477,fad874f6fcc09d67,No,0.0,
run_20260115_222423,2026-01-15T22:28:04.300358,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T1_times_regular,form_dependent,form_dependent,5eff354c4f7e586d,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:05.311065,openai,gpt-4o,0.0,decision,image,sentence,1,,T1_times_regular,,escalation_v1,511e6a35fc9cbd39,fad874f6fcc09d67,No.,0.0,
run_20260115_222423,2026-01-15T22:28:06.150663,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,urgent,urgent,d0d4dbc75051cf1a,b07a294ce07fd16b,No.,0.0,
run_20260115_222423,2026-01-15T22:28:07.068996,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,immediate_action,immediate_action,edc568a61b6b5275,b07a294ce07fd16b,No,0.0,
run_20260115_222423,2026-01-15T22:28:07.887336,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,formal,formal,7c6bd4b52f04b5a3,b07a294ce07fd16b,Yes.,1.0,
run_20260115_222423,2026-01-15T22:28:11.470944,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,trustworthy,trustworthy,9254c7de066d9636,b07a294ce07fd16b,No,0.0,
run_20260115_222423,2026-01-15T22:28:12.287803,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,persuasive,persuasive,2cfc17c644782412,b07a294ce07fd16b,No.,0.0,
run_20260115_222423,2026-01-15T22:28:13.113961,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,emotional,emotional,422641cfc10368e8,b07a294ce07fd16b,No.,0.0,
run_20260115_222423,2026-01-15T22:28:13.986817,openai,gpt-4o,0.0,dimensions,image,sentence,1,,T2_times_bold,professional,professional,1a0e46d7e56e95a5,b07a294ce07fd16b,No.,0.0,
