run_id,provider,model,variant_id,flip_rate,n
run_20260115_222423,openai,gpt-4o,A1_opendyslexic_regular,0.2759493670886076,395
run_20260115_222423,openai,gpt-4o,T7_comic,0.25252525252525254,396
run_20260115_222423,openai,gpt-4o,T5_arial_all_caps,0.2196969696969697,396
run_20260115_222423,openai,gpt-4o,T4_arial_bold,0.21212121212121213,396
run_20260115_222423,openai,gpt-4o,T6_monospace,0.20454545454545456,396
run_20260115_222423,openai,gpt-4o,T1_times_regular,0.2,395
run_20260115_222423,openai,gpt-4o,T2_times_bold,0.1994949494949495,396
run_20260115_222423,openai,gpt-4o,T3_arial_regular,0.1994949494949495,396
run_20260115_222423,openai,gpt-4o,T8_small_text,0.19696969696969696,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T5_arial_all_caps,0.2196969696969697,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T7_comic,0.14898989898989898,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T6_monospace,0.1414141414141414,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T3_arial_regular,0.1388888888888889,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T2_times_bold,0.1388888888888889,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T4_arial_bold,0.13131313131313133,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,A1_opendyslexic_regular,0.12878787878787878,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T1_times_regular,0.12878787878787878,396
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T8_small_text,0.09090909090909091,33
run_20260117_164819,google,models/gemini-2.0-flash,T7_comic,0.20959595959595959,396
run_20260117_164819,google,models/gemini-2.0-flash,A1_opendyslexic_regular,0.18181818181818182,396
run_20260117_164819,google,models/gemini-2.0-flash,T3_arial_regular,0.15656565656565657,396
run_20260117_164819,google,models/gemini-2.0-flash,T5_arial_all_caps,0.15151515151515152,396
run_20260117_164819,google,models/gemini-2.0-flash,T2_times_bold,0.15151515151515152,396
run_20260117_164819,google,models/gemini-2.0-flash,T4_arial_bold,0.14646464646464646,396
run_20260117_164819,google,models/gemini-2.0-flash,T1_times_regular,0.14393939393939395,396
run_20260117_164819,google,models/gemini-2.0-flash,T6_monospace,0.1414141414141414,396
run_20260117_164819,google,models/gemini-2.0-flash,T8_small_text,0.13131313131313133,396
