run_id,provider,model,variant_id,flip_direction,count,rate
run_20260115_222423,openai,gpt-4o-mini,A1_opendyslexic_regular,NO→YES,12,0.11009174311926606
run_20260115_222423,openai,gpt-4o-mini,A1_opendyslexic_regular,YES→NO,97,0.8899082568807339
run_20260115_222423,openai,gpt-4o-mini,T1_times_regular,NO→YES,12,0.15584415584415584
run_20260115_222423,openai,gpt-4o-mini,T1_times_regular,YES→NO,65,0.8441558441558441
run_20260115_222423,openai,gpt-4o-mini,T2_times_bold,NO→YES,10,0.12987012987012986
run_20260115_222423,openai,gpt-4o-mini,T2_times_bold,YES→NO,67,0.8701298701298701
run_20260115_222423,openai,gpt-4o-mini,T3_arial_regular,NO→YES,9,0.11688311688311688
run_20260115_222423,openai,gpt-4o-mini,T3_arial_regular,YES→NO,68,0.8831168831168831
run_20260115_222423,openai,gpt-4o-mini,T4_arial_bold,NO→YES,12,0.14634146341463414
run_20260115_222423,openai,gpt-4o-mini,T4_arial_bold,YES→NO,70,0.8536585365853658
run_20260115_222423,openai,gpt-4o-mini,T5_arial_all_caps,NO→YES,16,0.1839080459770115
run_20260115_222423,openai,gpt-4o-mini,T5_arial_all_caps,YES→NO,71,0.8160919540229885
run_20260115_222423,openai,gpt-4o-mini,T6_monospace,NO→YES,8,0.10126582278481013
run_20260115_222423,openai,gpt-4o-mini,T6_monospace,YES→NO,71,0.8987341772151899
run_20260115_222423,openai,gpt-4o-mini,T7_comic,NO→YES,12,0.12
run_20260115_222423,openai,gpt-4o-mini,T7_comic,YES→NO,88,0.88
run_20260116_144444,anthropic,claude-sonnet-4-20250514,A1_opendyslexic_regular,NO→YES,8,0.15384615384615385
run_20260116_144444,anthropic,claude-sonnet-4-20250514,A1_opendyslexic_regular,YES→NO,44,0.8461538461538461
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T1_times_regular,NO→YES,8,0.15384615384615385
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T1_times_regular,YES→NO,44,0.8461538461538461
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T2_times_bold,NO→YES,11,0.19642857142857142
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T2_times_bold,YES→NO,45,0.8035714285714286
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T3_arial_regular,NO→YES,10,0.17857142857142858
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T3_arial_regular,YES→NO,46,0.8214285714285714
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T4_arial_bold,NO→YES,11,0.20754716981132076
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T4_arial_bold,YES→NO,42,0.7924528301886793
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T5_arial_all_caps,NO→YES,43,0.5
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T5_arial_all_caps,YES→NO,43,0.5
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T6_monospace,NO→YES,11,0.19298245614035087
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T6_monospace,YES→NO,46,0.8070175438596491
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T7_comic,NO→YES,10,0.16666666666666666
run_20260116_144444,anthropic,claude-sonnet-4-20250514,T7_comic,YES→NO,50,0.8333333333333334
run_20260117_164819,google,models/gemini-2.0-flash,A1_opendyslexic_regular,NO→YES,28,0.3835616438356164
run_20260117_164819,google,models/gemini-2.0-flash,A1_opendyslexic_regular,YES→NO,45,0.6164383561643836
run_20260117_164819,google,models/gemini-2.0-flash,T1_times_regular,NO→YES,30,0.5
run_20260117_164819,google,models/gemini-2.0-flash,T1_times_regular,YES→NO,30,0.5
run_20260117_164819,google,models/gemini-2.0-flash,T2_times_bold,NO→YES,37,0.5873015873015873
run_20260117_164819,google,models/gemini-2.0-flash,T2_times_bold,YES→NO,26,0.4126984126984127
run_20260117_164819,google,models/gemini-2.0-flash,T3_arial_regular,NO→YES,32,0.5079365079365079
run_20260117_164819,google,models/gemini-2.0-flash,T3_arial_regular,YES→NO,31,0.49206349206349204
run_20260117_164819,google,models/gemini-2.0-flash,T4_arial_bold,NO→YES,31,0.5081967213114754
run_20260117_164819,google,models/gemini-2.0-flash,T4_arial_bold,YES→NO,30,0.4918032786885246
run_20260117_164819,google,models/gemini-2.0-flash,T5_arial_all_caps,NO→YES,39,0.639344262295082
run_20260117_164819,google,models/gemini-2.0-flash,T5_arial_all_caps,YES→NO,22,0.36065573770491804
run_20260117_164819,google,models/gemini-2.0-flash,T6_monospace,NO→YES,28,0.49122807017543857
run_20260117_164819,google,models/gemini-2.0-flash,T6_monospace,YES→NO,29,0.5087719298245614
run_20260117_164819,google,models/gemini-2.0-flash,T7_comic,NO→YES,32,0.37209302325581395
run_20260117_164819,google,models/gemini-2.0-flash,T7_comic,YES→NO,54,0.627906976744186
run_20260117_164819,google,models/gemini-2.0-flash,T8_small_text,NO→YES,26,0.49056603773584906
run_20260117_164819,google,models/gemini-2.0-flash,T8_small_text,YES→NO,27,0.5094339622641509
